ballotpref_id,ballotID,CandidateID,Preference
342,57,20553,4
343,58,13321,3
344,58,17846,6
345,58,17258,5
346,58,20645,4
347,58,10268,2
348,58,20553,1
349,59,13321,5
350,59,17846,6
351,59,17258,4
352,59,20645,2
353,59,10268,3
354,59,20553,1
355,60,13321,3
356,60,17846,6
357,60,17258,5
358,60,20645,4
359,60,10268,1
360,60,20553,2
361,61,13321,1
362,61,17846,3
363,61,17258,6
364,61,20645,5
365,61,10268,2
366,61,20553,4
367,62,13321,3
368,62,17846,6
369,62,17258,5
370,62,20645,4
371,62,10268,2
372,62,20553,1
373,63,13321,3
374,63,17846,6
375,63,17258,5
376,63,20645,4
377,63,10268,1
378,63,20553,2
379,64,13321,6
380,64,17846,3
381,64,17258,2
382,64,20645,5
383,64,10268,1
384,64,20553,4
385,65,13321,4
386,65,17846,5
387,65,17258,1
388,65,20645,3
389,65,10268,6
390,65,20553,2
391,66,13321,3
392,66,17846,5
393,66,17258,1
394,66,20645,6
395,66,10268,2
396,66,20553,4
397,67,13321,3
398,67,17846,6
399,67,17258,5
400,67,20645,4
401,67,10268,2
402,67,20553,1
403,68,13321,2
404,68,17846,4
405,68,17258,3
406,68,20645,6
407,68,10268,5
408,68,20553,1
409,69,13321,2
410,69,17846,4
411,69,17258,3
412,69,20645,1
413,69,10268,6
414,69,20553,5
415,70,13321,6
416,70,17846,2
417,70,17258,5
418,70,20645,1
419,70,10268,4
420,70,20553,3
421,71,13321,3
422,71,17846,6
423,71,17258,5
424,71,20645,4
425,71,10268,2
426,71,20553,1
427,72,13321,6
428,72,17846,1
429,72,17258,2
430,72,20645,3
431,72,10268,4
432,72,20553,5
433,73,13321,1
434,73,17846,2
435,73,17258,5
436,73,20645,3
437,73,10268,6
438,73,20553,4
439,74,13321,5
440,74,17846,2
441,74,17258,3
442,74,20645,1
443,74,10268,4
444,74,20553,6
445,75,13321,1
446,75,17846,2
447,75,17258,4
448,75,20645,3
449,75,10268,5
450,75,20553,6
451,76,13321,4
452,76,17846,3
453,76,17258,1
454,76,20645,2
455,76,10268,6
456,76,20553,5
457,77,13321,3
458,77,17846,6
459,77,17258,5
460,77,20645,4
461,77,10268,2
462,77,20553,1
463,78,13321,6
464,78,17846,3
465,78,17258,4
466,78,20645,5
467,78,10268,2
468,78,20553,1
469,79,13321,1
470,79,17846,2
471,79,17258,5
472,79,20645,3
473,79,10268,6
474,79,20553,4
475,80,13321,3
476,80,17846,6
477,80,17258,5
478,80,20645,4
479,80,10268,1
480,80,20553,2
481,81,13321,3
482,81,17846,6
483,81,17258,5
484,81,20645,4
485,81,10268,2
486,81,20553,1
487,82,13321,4
488,82,17846,6
489,82,17258,1
490,82,20645,2
491,82,10268,3
492,82,20553,5
493,83,13321,3
494,83,17846,6
495,83,17258,5
496,83,20645,4
497,83,10268,1
498,83,20553,2
499,84,13321,3
500,84,17846,2
501,84,17258,4
502,84,20645,5
503,84,10268,6
504,84,20553,1
505,85,13321,5
506,85,17846,6
507,85,17258,2
508,85,20645,1
509,85,10268,3
510,85,20553,4
511,86,13321,2
512,86,17846,1
513,86,17258,6
514,86,20645,3
515,86,10268,5
516,86,20553,4
517,87,13321,2
518,87,17846,1
519,87,17258,5
520,87,20645,3
521,87,10268,4
522,87,20553,6
523,88,13321,2
524,88,17846,4
525,88,17258,5
526,88,20645,3
527,88,10268,6
528,88,20553,1
529,89,13321,3
530,89,17846,6
531,89,17258,5
532,89,20645,4
533,89,10268,2
534,89,20553,1
535,90,13321,5
536,90,17846,3
537,90,17258,6
538,90,20645,4
539,90,10268,1
540,90,20553,2
541,91,13321,3
542,91,17846,6
543,91,17258,5
544,91,20645,4
545,91,10268,2
546,91,20553,1
547,92,13321,4
548,92,17846,3
549,92,17258,5
550,92,20645,6
551,92,10268,1
552,92,20553,2
553,93,13321,3
554,93,17846,4
555,93,17258,5
556,93,20645,1
557,93,10268,6
558,93,20553,2
559,94,13321,1
560,94,17846,2
561,94,17258,6
562,94,20645,4
563,94,10268,5
564,94,20553,3
565,95,13321,3
566,95,17846,6
567,95,17258,5
568,95,20645,4
569,95,10268,2
570,95,20553,1
571,96,13321,1
572,96,17846,5
573,96,17258,4
574,96,20645,2
575,96,10268,6
576,96,20553,3
577,97,13321,1
578,97,17846,6
579,97,17258,2
580,97,20645,5
581,97,10268,3
582,97,20553,4
583,98,13321,3
584,98,17846,6
585,98,17258,5
586,98,20645,4
587,98,10268,1
588,98,20553,2
589,99,13321,3
590,99,17846,5
591,99,17258,1
592,99,20645,2
593,99,10268,4
594,99,20553,6
595,100,13321,
596,100,17846,
597,100,17258,
598,100,20645,X
599,100,10268,
600,100,20553,
601,101,13321,3
602,101,17846,6
603,101,17258,5
604,101,20645,4
605,101,10268,2
606,101,20553,1
607,102,13321,3
608,102,17846,6
609,102,17258,5
610,102,20645,4
611,102,10268,2
612,102,20553,1
613,103,13321,2
614,103,17846,1
615,103,17258,6
616,103,20645,5
617,103,10268,4
618,103,20553,3
619,104,13321,3
620,104,17846,6
621,104,17258,5
622,104,20645,4
623,104,10268,2
624,104,20553,1
625,105,13321,6
626,105,17846,2
627,105,17258,1
628,105,20645,5
629,105,10268,4
630,105,20553,3
631,106,13321,6
632,106,17846,1
633,106,17258,4
634,106,20645,3
635,106,10268,5
636,106,20553,2
637,107,13321,4
638,107,17846,6
639,107,17258,2
640,107,20645,5
641,107,10268,3
642,107,20553,1
643,108,13321,3
644,108,17846,6
645,108,17258,5
646,108,20645,4
647,108,10268,2
648,108,20553,1
649,109,13321,4
650,109,17846,2
651,109,17258,1
652,109,20645,6
653,109,10268,3
654,109,20553,5
655,110,13321,3
656,110,17846,6
657,110,17258,5
658,110,20645,4
659,110,10268,1
660,110,20553,2
661,111,13321,3
662,111,17846,5
663,111,17258,6
664,111,20645,4
665,111,10268,1
666,111,20553,2
667,112,13321,4
668,112,17846,1
669,112,17258,3
670,112,20645,2
671,112,10268,5
672,112,20553,6
673,113,13321,3
674,113,17846,1
675,113,17258,4
676,113,20645,2
677,113,10268,6
678,113,20553,5
679,114,13321,3
680,114,17846,6
681,114,17258,5
682,114,20645,4
683,114,10268,2
684,114,20553,1
685,115,13321,2
686,115,17846,4
687,115,17258,1
688,115,20645,3
689,115,10268,5
690,115,20553,6
691,116,13321,3
692,116,17846,6
693,116,17258,5
694,116,20645,4
695,116,10268,1
696,116,20553,2
697,117,13321,5
698,117,17846,3
699,117,17258,6
700,117,20645,1
701,117,10268,2
702,117,20553,4
703,118,13321,5
704,118,17846,6
705,118,17258,1
706,118,20645,3
707,118,10268,4
708,118,20553,2
709,119,13321,1
710,119,17846,4
711,119,17258,5
712,119,20645,2
713,119,10268,3
714,119,20553,6
715,120,13321,4
716,120,17846,1
717,120,17258,5
718,120,20645,6
719,120,10268,3
720,120,20553,2
721,121,13321,4
722,121,17846,3
723,121,17258,1
724,121,20645,2
725,121,10268,6
726,121,20553,5
727,122,13321,2
728,122,17846,5
729,122,17258,6
730,122,20645,1
731,122,10268,4
732,122,20553,3
733,123,13321,3
734,123,17846,4
735,123,17258,2
736,123,20645,1
737,123,10268,5
738,123,20553,6
739,124,13321,2
740,124,17846,5
741,124,17258,1
742,124,20645,6
743,124,10268,4
744,124,20553,3
745,125,13321,5
746,125,17846,1
747,125,17258,2
748,125,20645,6
749,125,10268,4
750,125,20553,3
751,126,13321,5
752,126,17846,4
753,126,17258,1
754,126,20645,6
755,126,10268,3
756,126,20553,2
757,127,13321,3
758,127,17846,6
759,127,17258,5
760,127,20645,4
761,127,10268,1
762,127,20553,2
763,128,13321,3
764,128,17846,6
765,128,17258,5
766,128,20645,4
767,128,10268,2
768,128,20553,1
769,129,13321,1
770,129,17846,6
771,129,17258,5
772,129,20645,4
773,129,10268,2
774,129,20553,3
775,130,13321,4
776,130,17846,6
777,130,17258,5
778,130,20645,1
779,130,10268,2
780,130,20553,3
781,131,13321,2
782,131,17846,5
783,131,17258,4
784,131,20645,1
785,131,10268,3
786,131,20553,6
787,132,13321,3
788,132,17846,6
789,132,17258,5
790,132,20645,4
791,132,10268,2
792,132,20553,1
793,133,13321,2
794,133,17846,5
795,133,17258,1
796,133,20645,6
797,133,10268,4
798,133,20553,3
799,134,13321,6
800,134,17846,1
801,134,17258,3
802,134,20645,5
803,134,10268,4
804,134,20553,2
805,135,13321,3
806,135,17846,6
807,135,17258,5
808,135,20645,4
809,135,10268,1
810,135,20553,2
811,136,13321,1
812,136,17846,2
813,136,17258,4
814,136,20645,6
815,136,10268,3
816,136,20553,5
817,137,13321,2
818,137,17846,5
819,137,17258,4
820,137,20645,1
821,137,10268,3
822,137,20553,6
823,138,13321,2
824,138,17846,4
825,138,17258,6
826,138,20645,5
827,138,10268,1
828,138,20553,3
829,139,13321,2
830,139,17846,3
831,139,17258,4
832,139,20645,1
833,139,10268,5
834,139,20553,6
835,140,13321,3
836,140,17846,6
837,140,17258,5
838,140,20645,4
839,140,10268,2
840,140,20553,1
841,141,13321,3
842,141,17846,6
843,141,17258,5
844,141,20645,4
845,141,10268,1
846,141,20553,2
847,142,13321,3
848,142,17846,1
849,142,17258,2
850,142,20645,4
851,142,10268,5
852,142,20553,6
853,143,13321,3
854,143,17846,6
855,143,17258,5
856,143,20645,4
857,143,10268,1
858,143,20553,2
859,144,13321,3
860,144,17846,6
861,144,17258,5
862,144,20645,4
863,144,10268,1
864,144,20553,2
865,145,13321,3
866,145,17846,6
867,145,17258,5
868,145,20645,4
869,145,10268,1
870,145,20553,2
871,146,13321,6
872,146,17846,4
873,146,17258,5
874,146,20645,3
875,146,10268,1
876,146,20553,2
877,147,13321,6
878,147,17846,2
879,147,17258,1
880,147,20645,5
881,147,10268,4
882,147,20553,3
883,148,13321,2
884,148,17846,3
885,148,17258,1
886,148,20645,5
887,148,10268,6
888,148,20553,4
889,149,13321,4
890,149,17846,3
891,149,17258,6
892,149,20645,5
893,149,10268,2
894,149,20553,1
895,150,13321,4
896,150,17846,3
897,150,17258,1
898,150,20645,2
899,150,10268,6
900,150,20553,5
901,151,13321,1
902,151,17846,6
903,151,17258,2
904,151,20645,3
905,151,10268,4
906,151,20553,5
907,152,13321,6
908,152,17846,1
909,152,17258,2
910,152,20645,3
911,152,10268,4
912,152,20553,5
913,153,13321,4
914,153,17846,6
915,153,17258,2
916,153,20645,5
917,153,10268,3
918,153,20553,1
919,154,13321,3
920,154,17846,6
921,154,17258,5
922,154,20645,4
923,154,10268,1
924,154,20553,2
925,155,13321,3
926,155,17846,5
927,155,17258,4
928,155,20645,2
929,155,10268,6
930,155,20553,1
931,156,13321,2
932,156,17846,5
933,156,17258,1
934,156,20645,6
935,156,10268,4
936,156,20553,3
937,157,13321,4
938,157,17846,6
939,157,17258,2
940,157,20645,5
941,157,10268,3
942,157,20553,1
943,158,13321,5
944,158,17846,2
945,158,17258,1
946,158,20645,4
947,158,10268,6
948,158,20553,3
949,159,13321,1
950,159,17846,4
951,159,17258,2
952,159,20645,3
953,159,10268,6
954,159,20553,5
955,160,13321,3
956,160,17846,6
957,160,17258,5
958,160,20645,4
959,160,10268,1
960,160,20553,2
961,161,13321,4
962,161,17846,2
963,161,17258,1
964,161,20645,3
965,161,10268,5
966,161,20553,6
967,162,13321,5
968,162,17846,2
969,162,17258,3
970,162,20645,1
971,162,10268,4
972,162,20553,6
973,163,13321,4
974,163,17846,1
975,163,17258,5
976,163,20645,2
977,163,10268,6
978,163,20553,3
979,164,13321,3
980,164,17846,6
981,164,17258,5
982,164,20645,4
983,164,10268,1
984,164,20553,2
985,165,13321,3
986,165,17846,6
987,165,17258,5
988,165,20645,4
989,165,10268,2
990,165,20553,1
991,166,13321,3
992,166,17846,6
993,166,17258,5
994,166,20645,4
995,166,10268,2
996,166,20553,1
997,167,13321,3
998,167,17846,6
999,167,17258,5
1000,167,20645,4
1001,167,10268,2
1002,167,20553,1
1003,168,13321,5
1004,168,17846,3
1005,168,17258,6
1006,168,20645,1
1007,168,10268,2
1008,168,20553,4
1009,169,13321,2
1010,169,17846,4
1011,169,17258,6
1012,169,20645,5
1013,169,10268,1
1014,169,20553,3
1015,170,13321,2
1016,170,17846,6
1017,170,17258,4
1018,170,20645,5
1019,170,10268,3
1020,170,20553,1
1021,171,13321,3
1022,171,17846,2
1023,171,17258,5
1024,171,20645,6
1025,171,10268,1
1026,171,20553,4
1027,172,13321,3
1028,172,17846,6
1029,172,17258,5
1030,172,20645,4
1031,172,10268,1
1032,172,20553,2
1033,173,13321,6
1034,173,17846,4
1035,173,17258,1
1036,173,20645,5
1037,173,10268,2
1038,173,20553,3
1039,174,13321,3
1040,174,17846,6
1041,174,17258,5
1042,174,20645,4
1043,174,10268,2
1044,174,20553,1
1045,175,13321,5
1046,175,17846,1
1047,175,17258,4
1048,175,20645,2
1049,175,10268,3
1050,175,20553,6
1051,176,13321,3
1052,176,17846,6
1053,176,17258,5
1054,176,20645,4
1055,176,10268,2
1056,176,20553,1
1057,177,13321,1
1058,177,17846,3
1059,177,17258,2
1060,177,20645,6
1061,177,10268,4
1062,177,20553,5
1063,178,13321,5
1064,178,17846,6
1065,178,17258,3
1066,178,20645,1
1067,178,10268,4
1068,178,20553,2
1069,179,13321,3
1070,179,17846,5
1071,179,17258,6
1072,179,20645,4
1073,179,10268,1
1074,179,20553,2
1075,180,13321,4
1076,180,17846,6
1077,180,17258,5
1078,180,20645,3
1079,180,10268,1
1080,180,20553,2
1081,181,13321,2
1082,181,17846,4
1083,181,17258,6
1084,181,20645,1
1085,181,10268,3
1086,181,20553,5
1087,182,13321,3
1088,182,17846,5
1089,182,17258,2
1090,182,20645,1
1091,182,10268,6
1092,182,20553,4
1093,183,13321,3
1094,183,17846,6
1095,183,17258,5
1096,183,20645,4
1097,183,10268,2
1098,183,20553,1
1099,184,13321,1
1100,184,17846,6
1101,184,17258,4
1102,184,20645,3
1103,184,10268,5
1104,184,20553,2
1105,185,13321,3
1106,185,17846,1
1107,185,17258,6
1108,185,20645,5
1109,185,10268,2
1110,185,20553,4
1111,186,13321,3
1112,186,17846,6
1113,186,17258,5
1114,186,20645,4
1115,186,10268,2
1116,186,20553,1
1117,187,13321,3
1118,187,17846,6
1119,187,17258,5
1120,187,20645,4
1121,187,10268,1
1122,187,20553,2
1123,188,13321,3
1124,188,17846,6
1125,188,17258,5
1126,188,20645,4
1127,188,10268,1
1128,188,20553,2
1129,189,13321,4
1130,189,17846,6
1131,189,17258,1
1132,189,20645,5
1133,189,10268,2
1134,189,20553,3
1135,190,13321,3
1136,190,17846,6
1137,190,17258,5
1138,190,20645,4
1139,190,10268,1
1140,190,20553,2
1141,191,13321,6
1142,191,17846,3
1143,191,17258,4
1144,191,20645,1
1145,191,10268,5
1146,191,20553,2
1147,192,13321,4
1148,192,17846,5
1149,192,17258,1
1150,192,20645,3
1151,192,10268,6
1152,192,20553,2
1153,193,13321,3
1154,193,17846,6
1155,193,17258,5
1156,193,20645,4
1157,193,10268,1
1158,193,20553,2
1159,194,13321,2
1160,194,17846,6
1161,194,17258,4
1162,194,20645,5
1163,194,10268,3
1164,194,20553,1
1165,195,13321,1
1166,195,17846,3
1167,195,17258,5
1168,195,20645,4
1169,195,10268,6
1170,195,20553,2
1171,196,13321,5
1172,196,17846,2
1173,196,17258,4
1174,196,20645,6
1175,196,10268,3
1176,196,20553,1
1177,197,13321,3
1178,197,17846,5
1179,197,17258,6
1180,197,20645,4
1181,197,10268,1
1182,197,20553,2
1183,198,13321,6
1184,198,17846,4
1185,198,17258,2
1186,198,20645,5
1187,198,10268,3
1188,198,20553,1
1189,199,13321,3
1190,199,17846,6
1191,199,17258,5
1192,199,20645,4
1193,199,10268,1
1194,199,20553,2
1195,200,13321,7
1196,200,17846,6
1197,200,17258,5
1198,200,20645,4
1199,200,10268,2
1200,200,20553,1
1201,201,13321,4
1202,201,17846,5
1203,201,17258,2
1204,201,20645,6
1205,201,10268,1
1206,201,20553,3
1207,202,13321,3
1208,202,17846,6
1209,202,17258,5
1210,202,20645,4
1211,202,10268,2
1212,202,20553,1
1213,203,13321,3
1214,203,17846,6
1215,203,17258,5
1216,203,20645,4
1217,203,10268,1
1218,203,20553,2
1219,204,13321,2
1220,204,17846,1
1221,204,17258,5
1222,204,20645,3
1223,204,10268,4
1224,204,20553,6
1225,205,13321,3
1226,205,17846,6
1227,205,17258,4
1228,205,20645,1
1229,205,10268,2
1230,205,20553,5
1231,206,13321,5
1232,206,17846,3
1233,206,17258,1
1234,206,20645,2
1235,206,10268,4
1236,206,20553,6
1237,207,13321,3
1238,207,17846,5
1239,207,17258,6
1240,207,20645,4
1241,207,10268,1
1242,207,20553,2
1243,208,13321,4
1244,208,17846,6
1245,208,17258,5
1246,208,20645,3
1247,208,10268,1
1248,208,20553,2
1249,209,13321,3
1250,209,17846,2
1251,209,17258,5
1252,209,20645,1
1253,209,10268,4
1254,209,20553,6
1255,210,13321,3
1256,210,17846,6
1257,210,17258,5
1258,210,20645,4
1259,210,10268,2
1260,210,20553,1
1261,211,13321,5
1262,211,17846,4
1263,211,17258,3
1264,211,20645,6
1265,211,10268,1
1266,211,20553,2
1267,212,13321,3
1268,212,17846,6
1269,212,17258,5
1270,212,20645,4
1271,212,10268,1
1272,212,20553,2
1273,213,13321,4
1274,213,17846,1
1275,213,17258,5
1276,213,20645,6
1277,213,10268,3
1278,213,20553,2
1279,214,13321,4
1280,214,17846,2
1281,214,17258,1
1282,214,20645,6
1283,214,10268,3
1284,214,20553,5
1285,215,13321,5
1286,215,17846,1
1287,215,17258,6
1288,215,20645,4
1289,215,10268,3
1290,215,20553,2
1291,216,13321,2
1292,216,17846,5
1293,216,17258,1
1294,216,20645,3
1295,216,10268,6
1296,216,20553,4
1297,217,13321,6
1298,217,17846,4
1299,217,17258,5
1300,217,20645,1
1301,217,10268,2
1302,217,20553,3
1303,218,13321,4
1304,218,17846,5
1305,218,17258,2
1306,218,20645,6
1307,218,10268,1
1308,218,20553,3
1309,219,13321,1
1310,219,17846,4
1311,219,17258,2
1312,219,20645,6
1313,219,10268,5
1314,219,20553,3
1315,220,13321,2
1316,220,17846,4
1317,220,17258,6
1318,220,20645,1
1319,220,10268,3
1320,220,20553,5
1321,221,13321,3
1322,221,17846,6
1323,221,17258,5
1324,221,20645,4
1325,221,10268,2
1326,221,20553,1
1327,222,13321,3
1328,222,17846,6
1329,222,17258,5
1330,222,20645,4
1331,222,10268,2
1332,222,20553,1
1333,223,13321,4
1334,223,17846,1
1335,223,17258,2
1336,223,20645,5
1337,223,10268,6
1338,223,20553,3
1339,224,13321,6
1340,224,17846,5
1341,224,17258,1
1342,224,20645,2
1343,224,10268,4
1344,224,20553,3
1345,225,13321,3
1346,225,17846,1
1347,225,17258,6
1348,225,20645,2
1349,225,10268,4
1350,225,20553,5
1351,226,13321,3
1352,226,17846,6
1353,226,17258,5
1354,226,20645,4
1355,226,10268,2
1356,226,20553,1
1357,227,13321,3
1358,227,17846,6
1359,227,17258,5
1360,227,20645,4
1361,227,10268,2
1362,227,20553,1
1363,228,13321,3
1364,228,17846,6
1365,228,17258,5
1366,228,20645,4
1367,228,10268,2
1368,228,20553,1
1369,229,13321,3
1370,229,17846,6
1371,229,17258,5
1372,229,20645,4
1373,229,10268,1
1374,229,20553,2
1375,230,13321,4
1376,230,17846,2
1377,230,17258,6
1378,230,20645,5
1379,230,10268,1
1380,230,20553,3
1381,231,13321,2
1382,231,17846,5
1383,231,17258,6
1384,231,20645,1
1385,231,10268,4
1386,231,20553,3
1387,232,13321,3
1388,232,17846,6
1389,232,17258,5
1390,232,20645,4
1391,232,10268,2
1392,232,20553,1
1393,233,13321,4
1394,233,17846,3
1395,233,17258,6
1396,233,20645,1
1397,233,10268,5
1398,233,20553,2
1399,234,13321,3
1400,234,17846,6
1401,234,17258,5
1402,234,20645,4
1403,234,10268,2
1404,234,20553,1
1405,235,13321,3
1406,235,17846,6
1407,235,17258,5
1408,235,20645,4
1409,235,10268,2
1410,235,20553,1
1411,236,13321,2
1412,236,17846,4
1413,236,17258,6
1414,236,20645,5
1415,236,10268,1
1416,236,20553,3
1417,237,13321,3
1418,237,17846,6
1419,237,17258,4
1420,237,20645,5
1421,237,10268,1
1422,237,20553,2
1423,238,13321,3
1424,238,17846,1
1425,238,17258,6
1426,238,20645,2
1427,238,10268,4
1428,238,20553,5
1429,239,13321,5
1430,239,17846,1
1431,239,17258,3
1432,239,20645,4
1433,239,10268,6
1434,239,20553,2
1435,240,13321,4
1436,240,17846,1
1437,240,17258,5
1438,240,20645,2
1439,240,10268,6
1440,240,20553,3
1441,241,13321,3
1442,241,17846,4
1443,241,17258,6
1444,241,20645,2
1445,241,10268,5
1446,241,20553,1
1447,242,13321,5
1448,242,17846,1
1449,242,17258,4
1450,242,20645,6
1451,242,10268,2
1452,242,20553,3
1453,243,13321,3
1454,243,17846,6
1455,243,17258,5
1456,243,20645,4
1457,243,10268,2
1458,243,20553,1
1459,244,13321,2
1460,244,17846,5
1461,244,17258,1
1462,244,20645,6
1463,244,10268,4
1464,244,20553,3
1465,245,13321,6
1466,245,17846,2
1467,245,17258,4
1468,245,20645,5
1469,245,10268,1
1470,245,20553,3
1471,246,13321,3
1472,246,17846,6
1473,246,17258,5
1474,246,20645,4
1475,246,10268,1
1476,246,20553,2
1477,247,13321,3
1478,247,17846,5
1479,247,17258,6
1480,247,20645,4
1481,247,10268,1
1482,247,20553,2
1483,248,13321,2
1484,248,17846,3
1485,248,17258,1
1486,248,20645,5
1487,248,10268,6
1488,248,20553,4
1489,249,13321,3
1490,249,17846,6
1491,249,17258,5
1492,249,20645,4
1493,249,10268,2
1494,249,20553,1
1495,250,13321,4
